Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-05-27 00:00:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.80180512642784,607.4251908444461,613.3937142547916,0.0,0.0,621.6757432491912,720.7853610829552,623.8284483565981,0.0
2020-05-27 00:01:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.3274268646005,604.3080778238805,614.0079159282218,0.0,0.0,618.4291904594102,718.3804766913299,621.8808565487737,0.0
2020-05-27 00:02:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.8201487719389,605.1083731815129,614.3638648691159,0.0,0.0,615.8584022968437,717.2682099687887,625.0812034892836,0.0
2020-05-27 00:03:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.2873632339294,605.0503592832608,614.7065814706547,0.0,0.0,612.511004158365,717.9816628983177,627.4419936164061,0.0
2020-05-27 00:04:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.3182967156842,605.2380999166965,615.5770863143438,0.0,0.0,611.0487918507803,717.9565874358502,628.3769567420405,0.0
2020-05-27 00:05:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.3887925801163,604.5081231289469,615.6697107633487,0.0,0.0,612.1768360667864,719.1908572364679,625.6847595421141,0.0
2020-05-27 00:06:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.3054884664596,605.2107482591706,615.6175669762546,0.0,0.0,613.5891754315893,719.840197641585,628.8394709303825,0.0
2020-05-27 00:07:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.1844788480887,607.1944198093315,618.3726833972237,0.0,0.0,616.7919829144145,718.6835706677012,630.5460106178718,0.0
2020-05-27 00:08:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.3337509173828,607.8348054790251,620.0733815753157,0.0,0.0,614.5620861265224,717.6273740479851,630.870979138975,0.0
2020-05-27 00:09:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.2149889427365,604.9324581852998,619.304613407635,0.0,0.0,613.1951420820329,718.2724716079318,627.4512204880843,0.0
2020-05-27 00:10:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.584929516048,603.6976952818131,618.3217261229132,0.0,0.0,612.7253636777201,717.9577362453938,627.4738042474492,0.0
2020-05-27 00:11:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.3739202056293,603.7435856698568,620.6554177288709,0.0,0.0,610.9231927661452,719.1813694812304,625.5128324704118,0.0
2020-05-27 00:12:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.05357227001934,601.1177456247806,619.2222358685142,0.0,0.0,610.4898699469588,717.9618625920033,620.8474191237048,0.0
2020-05-27 00:13:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.4135786838301,600.9160713331281,617.0812712455189,0.0,0.0,609.7681219394314,719.8478902055588,623.139936407379,0.0
2020-05-27 00:14:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.44177937051916,603.3695571693504,617.9534362125968,0.0,0.0,608.8059741608631,720.0350331137131,619.1426552764564,0.0
2020-05-27 00:15:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.35788283436597,604.4147195841772,617.7918796811401,0.0,0.0,610.5741668555921,721.714015249977,618.6516209907431,0.0
2020-05-27 00:16:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.8140934585345,603.921562670303,616.3405421282431,0.0,0.0,611.9537335867676,721.3548973233985,617.1529852789183,0.0
2020-05-27 00:17:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.84285570735193,605.0861907175885,613.2447121782774,0.0,0.0,612.2683550960841,720.7266076439702,616.846913969928,0.0
2020-05-27 00:18:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0980132951762,606.9713642348058,614.2684863471595,0.0,0.0,611.8455342762481,721.9216635407923,617.9454931913976,0.0
2020-05-27 00:19:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.92839998048066,608.4823328266197,615.7568848878848,0.0,0.0,613.5944626932745,723.827674268272,619.4943828989484,0.0
2020-05-27 00:20:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15716143534706,611.0330766975827,616.2974359240475,0.0,0.0,617.5004168111134,723.1888746957546,618.2293512560133,0.0
2020-05-27 00:21:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.2539533805785,615.8672454992252,615.3066706268778,0.0,0.0,617.4093337005538,724.0385809924578,616.0302253398111,0.0
2020-05-27 00:22:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.3880315537356,619.0258056750271,616.7843175768672,0.0,0.0,622.1121897530713,723.5261781790566,615.7837161802138,0.0
2020-05-27 00:23:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.42807933837474,620.7879070009761,618.9679673812418,0.0,0.0,623.9358441781216,723.3788931888471,618.0458319631582,0.0
2020-05-27 00:24:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.76024167594244,622.323890643899,619.7143592999213,0.0,0.0,623.8810976778116,721.5902598206229,618.6774663458269,0.0
2020-05-27 00:25:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.6212504486108,622.3487937828377,620.8897787909427,0.0,0.0,624.4906847670801,725.1353441026208,620.0153410574492,0.0
2020-05-27 00:26:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.73649872988887,624.1363329381624,622.7722448008641,0.0,0.0,623.5222386657633,726.7092752088952,625.7403321626366,0.0
2020-05-27 00:27:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.4755292885941,624.3708086452103,620.5463227525394,0.0,0.0,623.5667577361138,727.4258988451361,622.2252354965965,0.0
2020-05-27 00:28:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.01985184786594,627.4667295872144,621.499869580783,0.0,0.0,625.0076898465994,730.8178043619255,627.4703302984046,0.0
2020-05-27 00:29:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.62792845844046,628.272872792456,623.0182596722352,0.0,0.0,629.0668310010539,730.1516049608509,625.0522788160347,0.0
2020-05-27 00:30:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.3377393295955,627.4825985783161,624.0688322113999,0.0,0.0,627.1253814980643,730.0228885255927,624.5336699234985,0.0
2020-05-27 00:31:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.90576547788356,625.9847203950102,622.2523795259721,0.0,0.0,627.4161264492175,729.6688617141855,623.5140854358586,0.0
2020-05-27 00:32:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.8223255782254,628.6448357417974,621.595772557803,0.0,0.0,630.8119505775595,731.8032859343867,621.7746086417817,0.0
2020-05-27 00:33:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0153122024425,629.9109540022499,620.5515631916463,0.0,0.0,634.0291896539246,728.223138131473,617.9161350359959,0.0
2020-05-27 00:34:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.10763946922276,628.6398669747433,619.7765307708142,0.0,0.0,634.4094369721422,731.0116449247229,618.4046434934219,0.0
2020-05-27 00:35:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.8250201795405,627.4471977047996,618.6821520826633,0.0,0.0,633.9024237784516,729.9942437092685,620.8981870043964,0.0
2020-05-27 00:36:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.84230174699934,625.1497467057031,618.4452356361519,0.0,0.0,629.245750431812,727.8780764881427,621.7577596181043,0.0
2020-05-27 00:37:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.38345364105356,624.7647333178925,618.3004746835476,0.0,0.0,627.267033763784,725.8413231765455,624.645620346859,0.0
2020-05-27 00:38:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.9377126688716,624.5250548669446,617.6546960234884,0.0,0.0,629.4469816690629,727.3689703610023,622.2121664811403,0.0
2020-05-27 00:39:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.87021276324356,624.4933372067445,617.0847629126513,0.0,0.0,629.3622551783187,726.0351156582899,620.6091358459887,0.0
2020-05-27 00:40:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.63548844391386,624.0838265629875,616.1732708929683,0.0,0.0,628.4729845741582,725.2406120488988,618.6826346510867,0.0
2020-05-27 00:41:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.3555627345105,622.2945277685541,613.2572111668799,0.0,0.0,628.1753469343448,723.9460707275788,617.640385784528,0.0
2020-05-27 00:42:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.57642117636095,624.7974323082244,612.2534338580421,0.0,0.0,627.0358360856206,722.1516938764158,619.3639162948414,0.0
2020-05-27 00:43:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.5098659134535,625.653479276557,612.6580269797635,0.0,0.0,627.069799480884,720.582929116742,615.4654048202156,0.0
2020-05-27 00:44:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.12076048387434,626.1784839585163,612.2872413061766,0.0,0.0,626.752698133652,717.3811758187712,612.4611110981956,0.0
2020-05-27 00:45:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8493801099706,626.3694995828193,611.8405284643097,0.0,0.0,627.114652545386,718.3789760497118,610.4818241640108,0.0
